idx,subsi,account,url,mkt_name,page_type,slide_YN,slide_path,toolbar_YN,toolbar_xpath,click_YN,click_xpath,desc
74,SEAU,VODAFONE AU,https://shop.vodafone.com.au/mobile-details/iphone-11-pro-512gb-midnight-green,lo11_pro_512gb_24,sp_1,,,Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[3]/div/div/div[1]/div[1]",Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[1]/div/div[2]/div/div/div[2]/label","다른 color가 available한 경우 선택지가 뜸 / period 선택 후 ""Select and continue"" 클릭해야 data plan 나옴, 슬라이드 왼쪽 오른쪽 끝까지 필요"
75,SEAU,VODAFONE AU,https://shop.vodafone.com.au/mobile-details/iphone-11-pro-512gb-midnight-green,lo11_pro_512gb_36,sp_1,,,Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[3]/div/div/div[1]/div[1]",Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[1]/div/div[2]/div/div/div[3]/label","다른 color가 available한 경우 선택지가 뜸 / period 선택 후 ""Select and continue"" 클릭해야 data plan 나옴, 슬라이드 왼쪽 오른쪽 끝까지 필요"
76,SEAU,VODAFONE AU,https://shop.vodafone.com.au/mobile-details/iphone-11-pro-max-64gb-midnight-green,lo11_pro_max_64gb_12,sp_1,,,Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[3]/div/div/div[1]/div[1]",Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[1]/div/div[2]/div/div/div[1]/label","다른 color가 available한 경우 선택지가 뜸 / period 선택 후 ""Select and continue"" 클릭해야 data plan 나옴, 슬라이드 왼쪽 오른쪽 끝까지 필요"
77,SEAU,VODAFONE AU,https://shop.vodafone.com.au/mobile-details/iphone-11-pro-max-64gb-midnight-green,lo11_pro_max_64gb_24,sp_1,,,Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[3]/div/div/div[1]/div[1]",Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[1]/div/div[2]/div/div/div[2]/label","다른 color가 available한 경우 선택지가 뜸 / period 선택 후 ""Select and continue"" 클릭해야 data plan 나옴, 슬라이드 왼쪽 오른쪽 끝까지 필요"
78,SEAU,VODAFONE AU,https://shop.vodafone.com.au/mobile-details/iphone-11-pro-max-64gb-midnight-green,lo11_pro_max_64gb_36,sp_1,,,Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[3]/div/div/div[1]/div[1]",Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[1]/div/div[2]/div/div/div[3]/label","다른 color가 available한 경우 선택지가 뜸 / period 선택 후 ""Select and continue"" 클릭해야 data plan 나옴, 슬라이드 왼쪽 오른쪽 끝까지 필요"
79,SEAU,VODAFONE AU,https://shop.vodafone.com.au/mobile-details/iphone-11-pro-max-256gb-midnight-green,lo11_pro_max_256gb_12,sp_1,,,Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[3]/div/div/div[1]/div[1]",Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[1]/div/div[2]/div/div/div[1]/label","다른 color가 available한 경우 선택지가 뜸 / period 선택 후 ""Select and continue"" 클릭해야 data plan 나옴, 슬라이드 왼쪽 오른쪽 끝까지 필요"
80,SEAU,VODAFONE AU,https://shop.vodafone.com.au/mobile-details/iphone-11-pro-max-256gb-midnight-green,lo11_pro_max_256gb_24,sp_1,,,Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[3]/div/div/div[1]/div[1]",Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[1]/div/div[2]/div/div/div[2]/label","다른 color가 available한 경우 선택지가 뜸 / period 선택 후 ""Select and continue"" 클릭해야 data plan 나옴, 슬라이드 왼쪽 오른쪽 끝까지 필요"
81,SEAU,VODAFONE AU,https://shop.vodafone.com.au/mobile-details/iphone-11-pro-max-256gb-midnight-green,lo11_pro_max_256gb_36,sp_1,,,Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[3]/div/div/div[1]/div[1]",Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[1]/div/div[2]/div/div/div[3]/label","다른 color가 available한 경우 선택지가 뜸 / period 선택 후 ""Select and continue"" 클릭해야 data plan 나옴, 슬라이드 왼쪽 오른쪽 끝까지 필요"
82,SEAU,VODAFONE AU,https://shop.vodafone.com.au/mobile-details/iphone-11-pro-max-512gb-midnight-green,lo11_pro_max_512gb_12,sp_1,,,Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[3]/div/div/div[1]/div[1]",Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[1]/div/div[2]/div/div/div[1]/label","다른 color가 available한 경우 선택지가 뜸 / period 선택 후 ""Select and continue"" 클릭해야 data plan 나옴, 슬라이드 왼쪽 오른쪽 끝까지 필요"
83,SEAU,VODAFONE AU,https://shop.vodafone.com.au/mobile-details/iphone-11-pro-max-512gb-midnight-green,lo11_pro_max_512gb_24,sp_1,,,Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[3]/div/div/div[1]/div[1]",Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[1]/div/div[2]/div/div/div[2]/label","다른 color가 available한 경우 선택지가 뜸 / period 선택 후 ""Select and continue"" 클릭해야 data plan 나옴, 슬라이드 왼쪽 오른쪽 끝까지 필요"
84,SEAU,VODAFONE AU,https://shop.vodafone.com.au/mobile-details/iphone-11-pro-max-512gb-midnight-green,lo11_pro_max_512gb_36,sp_1,,,Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[3]/div/div/div[1]/div[1]",Y,"//*[@id=""content-wrapper""]/div[2]/div[5]/div/div/react-component/div/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[1]/div/div[2]/div/div/div[3]/label","다른 color가 available한 경우 선택지가 뜸 / period 선택 후 ""Select and continue"" 클릭해야 data plan 나옴, 슬라이드 왼쪽 오른쪽 끝까지 필요"
85,SEIN,Country Samsung website,https://www.samsung.com/id/,,mp,Y,,Y,"//*[@id=""header""]/div[2]/div[3]/button",,,
86,SEIN,Country Samsung website,https://www.samsung.com/id/smartphones/galaxy-note10-sm-n970/SM-N970FZSDXID/buy/,n10_256gb_silver,sp_1,,,Y,"//*[@id=""header""]/div[2]/div[3]/button",Y,,"device, color, storage 선택"
87,SEIN,Country Samsung website,https://www.samsung.com/id/smartphones/galaxy-note10-sm-n970/SM-N970FZKDXID/buy/,n10_256gb_black,sp_1,,,Y,"//*[@id=""header""]/div[2]/div[3]/button",Y,,"device, color, storage 선택"
88,SEIN,Country Samsung website,https://www.samsung.com/id/galaxy-note/galaxy-note10-sm-n975/SM-N975FZSDXID/buy/,n10+_256gb_silver,sp_1,,,Y,"//*[@id=""header""]/div[2]/div[3]/button",Y,,"device, color, storage 선택"
89,SEIN,Country Samsung website,https://www.samsung.com/id/galaxy-note/galaxy-note10-sm-n975/SM-N975FZKDXID/buy/,n10+_256gb_black,sp_1,,,Y,"//*[@id=""header""]/div[2]/div[3]/button",Y,,"device, color, storage 선택"
90,SEIN,Country Samsung website,https://www.samsung.com/id/galaxy-note/galaxy-note10-sm-n975/SM-N975FZWDXID/buy/,n10+_256gb_white,sp_1,,,Y,"//*[@id=""header""]/div[2]/div[3]/button",Y,,"device, color, storage 선택"
91,SEIN,Country Samsung website,https://www.samsung.com/id/galaxy-note/galaxy-note10-sm-n975/SM-N975FZSGXID/buy/,n10+_512gb_silver,sp_1,,,Y,"//*[@id=""header""]/div[2]/div[3]/button",Y,,"device, color, storage 선택"
92,SEIN,Country Samsung website,https://www.samsung.com/id/galaxy-note/galaxy-note10-sm-n975/SM-N975FZKGXID/buy/,n10+_512gb_black,sp_1,,,Y,"//*[@id=""header""]/div[2]/div[3]/button",Y,,"device, color, storage 선택"
93,SEIN,Country Samsung website,https://www.samsung.com/id/galaxy-note/galaxy-note10-sm-n975/SM-N975FZWGXID/buy/,n10+_512gb_white,sp_1,,,Y,"//*[@id=""header""]/div[2]/div[3]/button",Y,,"device, color, storage 선택"
94,SEIN,Country Samsung website,https://www.samsung.com/id/offer/,,sp_2,Y,,Y,"//*[@id=""header""]/div[2]/div[3]/button",,,slide 형태지만 오른쪽 화살표 클릭 필요
95,SEIN,ERAFONE,https://erafone.com/,,mp,Y,,,,,,slide 10개
96,SEIN,ERAFONE,https://eraspace.com/erafone/smartphone-tablet/smartphones,,sp_2,,,,,,,상위에 뜨는지 확인용으로 첫페이지만
97,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-256gb,n10_256gb_black_op1,sp_1,,,,,Y,"//*[@id=""select_58""]/option[1],//*[@id=""option-label-color-93-item-1201""]",color
98,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-256gb,n10_256gb_black_op2,sp_1,,,,,Y,"//*[@id=""select_58""]/option[2],//*[@id=""option-label-color-93-item-1201""]",color
99,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-256gb,n10_256gb_black_op3,sp_1,,,,,Y,"//*[@id=""select_58""]/option[3],//*[@id=""option-label-color-93-item-1201""]",color
100,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-256gb,n10_256gb_black_op4,sp_1,,,,,Y,"//*[@id=""select_58""]/option[4],//*[@id=""option-label-color-93-item-1201""]",color
101,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-256gb,n10_256gb_black_op5,sp_1,,,,,Y,"//*[@id=""select_58""]/option[5],//*[@id=""option-label-color-93-item-1201""]",color
102,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-256gb,n10_256gb_silver_op1,sp_1,,,,,Y,"//*[@id=""select_58""]/option[1],//*[@id=""option-label-color-93-item-1203""]",color
103,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-256gb,n10_256gb_silver_op2,sp_1,,,,,Y,"//*[@id=""select_58""]/option[2],//*[@id=""option-label-color-93-item-1203""]",color
104,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-256gb,n10_256gb_silver_op3,sp_1,,,,,Y,"//*[@id=""select_58""]/option[3],//*[@id=""option-label-color-93-item-1203""]",color
105,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-256gb,n10_256gb_silver_op4,sp_1,,,,,Y,"//*[@id=""select_58""]/option[4],//*[@id=""option-label-color-93-item-1203""]",color
106,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-256gb,n10_256gb_silver_op5,sp_1,,,,,Y,"//*[@id=""select_58""]/option[5],//*[@id=""option-label-color-93-item-1203""]",color
107,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-plus-256gb,n10+_256gb_black_op1,sp_1,,,,,Y,"//*[@id=""select_144""]/option[1],//*[@id=""option-label-color-93-item-1201""]",color
108,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-plus-256gb,n10+_256gb_black_op2,sp_1,,,,,Y,"//*[@id=""select_144""]/option[2],//*[@id=""option-label-color-93-item-1201""]",color
109,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-plus-256gb,n10+_256gb_black_op3,sp_1,,,,,Y,"//*[@id=""select_144""]/option[3],//*[@id=""option-label-color-93-item-1201""]",color
110,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-plus-256gb,n10+_256gb_black_op4,sp_1,,,,,Y,"//*[@id=""select_144""]/option[4],//*[@id=""option-label-color-93-item-1201""]",color
111,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-plus-256gb,n10+_256gb_black_op5,sp_1,,,,,Y,"//*[@id=""select_144""]/option[5],//*[@id=""option-label-color-93-item-1201""]",color
112,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-plus-256gb,n10+_256gb_silver_op1,sp_1,,,,,Y,"//*[@id=""select_144""]/option[1],//*[@id=""option-label-color-93-item-1203""]",color
113,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-plus-256gb,n10+_256gb_silver_op2,sp_1,,,,,Y,"//*[@id=""select_144""]/option[2],//*[@id=""option-label-color-93-item-1203""]",color
114,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-plus-256gb,n10+_256gb_silver_op3,sp_1,,,,,Y,"//*[@id=""select_144""]/option[3],//*[@id=""option-label-color-93-item-1203""]",color
115,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-plus-256gb,n10+_256gb_silver_op4,sp_1,,,,,Y,"//*[@id=""select_144""]/option[4],//*[@id=""option-label-color-93-item-1203""]",color
116,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-plus-256gb,n10+_256gb_silver_op5,sp_1,,,,,Y,"//*[@id=""select_144""]/option[5],//*[@id=""option-label-color-93-item-1203""]",color
117,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-plus-256gb,n10+_256gb_white_op1,sp_1,,,,,Y,"//*[@id=""select_144""]/option[1],//*[@id=""option-label-color-93-item-1205""]",color
118,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-plus-256gb,n10+_256gb_white_op2,sp_1,,,,,Y,"//*[@id=""select_144""]/option[2],//*[@id=""option-label-color-93-item-1205""]",color
119,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-plus-256gb,n10+_256gb_white_op3,sp_1,,,,,Y,"//*[@id=""select_144""]/option[3],//*[@id=""option-label-color-93-item-1205""]",color
120,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-plus-256gb,n10+_256gb_white_op4,sp_1,,,,,Y,"//*[@id=""select_144""]/option[4],//*[@id=""option-label-color-93-item-1205""]",color
121,SEIN,ERAFONE,https://eraspace.com/erafone/samsung-galaxy-note10-plus-256gb,n10+_256gb_white_op5,sp_1,,,,,Y,"//*[@id=""select_144""]/option[5],//*[@id=""option-label-color-93-item-1205""]",color
122,SEIN,ERAFONE,https://eraspace.com/erafone/outlet-promo,,sp_2,,,,,,,
