code_region,code_region_cvt,code_type,code_type_cvt,code_theme,code_theme_cvt,code_penalty_fee_flag,code_penalty_fee_flag_cvt,fund_title,fund_init_dt,fund_init_amount,fund_type_lv1,fund_type_lv2,fund_operator,fund_commission,fund_tot_commission
AOUT,해외투자,T65,해외커머더티형,EG110ED106,NA,,NA,KB스타골드특별자산투자신탁(금-파생형)C-Pe,2017.03.14,29,커머더티형,커머더티,KB자산운용,없음,1.04%
AOUT,해외투자,T65,해외커머더티형,EN114,원자재,,NA,KB스타골드특별자산투자신탁(금-파생형)C3,2008.05.27,14,커머더티형,커머더티,KB자산운용,없음,1.87%
AOUT,해외투자,T65,해외커머더티형,EN114,원자재,,NA,KB스타골드특별자산투자신탁(금-파생형)C5,2008.05.27,50,커머더티형,커머더티,KB자산운용,없음,1.74%
AIN,국내투자,T10,국내채권형,,NA,,NA,KB스타단기국공채증권자투자신탁(채권)A클래스,2015.08.20,49,채권형,일반채권,KB자산운용,0.20%,0.14%
AIN,국내투자,T10,국내채권형,ED106,인터넷전용,,NA,KB스타단기국공채증권자투자신탁(채권)C-E클래스,2016.04.18,15,채권형,일반채권,KB자산운용,없음,0.19%
AIN,국내투자,T10,국내채권형,EG110,연금저축,,NA,KB스타단기국공채증권자투자신탁(채권)C-P클래스,2018.01.08,60,채권형,일반채권,KB자산운용,없음,0.25%
AIN,국내투자,T10,국내채권형,,NA,,NA,KB스타단기국공채증권자투자신탁(채권)C-W 클래스,2016.04.14,296,채권형,일반채권,KB자산운용,없음,0.11%
AIN,국내투자,T10,국내채권형,,NA,,NA,KB스타단기국공채증권자투자신탁(채권)C클래스,2015.08.20,94,채권형,일반채권,KB자산운용,없음,0.27%
AIN,국내투자,T10,국내채권형,,NA,,NA,KB스타단기채증권자투자신탁(채권)C,2018.01.15,32,채권형,일반채권,KB자산운용,없음,0.28%
AIN,국내투자,T10,국내채권형,,NA,,NA,KB스타단기채증권자투자신탁(채권)C-F,2018.01.15,"1,062",채권형,일반채권,KB자산운용,없음,0.12%
AIN,국내투자,T10,국내채권형,EG110,연금저축,,NA,KB스타단기채증권자투자신탁(채권)C-P,2018.02.28,12,채권형,일반채권,KB자산운용,없음,0.25%
AIN,국내투자,T10,국내채권형,,NA,,NA,KB스타막강국공채증권자투자신탁(채권)A클래스,2014.11.26,233,채권형,우량채권,KB자산운용,0.30%,0.38%
AIN,국내투자,T10,국내채권형,,NA,,NA,KB스타막강국공채증권자투자신탁(채권)C,2003.12.31,494,채권형,우량채권,KB자산운용,없음,0.52%
AIN,국내투자,T10,국내채권형,ED106,인터넷전용,,NA,KB스타막강국공채증권자투자신탁(채권)C-E클래스,2014.11.24,51,채권형,우량채권,KB자산운용,없음,0.35%
AIN,국내투자,T10,국내채권형,,NA,,NA,KB스타막강국공채증권자투자신탁(채권)C-F,2012.01.18,989,채권형,우량채권,KB자산운용,없음,0.19%
AIN,국내투자,T10,국내채권형,,NA,,NA,KB스타막강국공채증권자투자신탁(채권)C-W클래스,2016.06.30,49,채권형,우량채권,KB자산운용,없음,0.18%
AIN,국내투자,T10,국내채권형,EG115,퇴직연금,,NA,KB스타막강국공채증권자투자신탁(채권)C-퇴직클래스,2018.08.01,988,채권형,우량채권,KB자산운용,없음,0.45%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타미국S&P500인덱스증권자투자신탁[주식-파생형]A,2009.06.02,91,해외주식형,북미주식,KB자산운용,0.80%,0.90%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타미국S&P500인덱스증권자투자신탁[주식-파생형]C,2009.06.02,90,해외주식형,북미주식,KB자산운용,없음,1.65%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,KB스타미국S&P500인덱스증권자투자신탁[주식-파생형]C-E,2009.06.02,128,해외주식형,북미주식,KB자산운용,없음,1.00%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타미국S&P500인덱스증권자투자신탁[주식-파생형]C-F,2013.07.19,41,해외주식형,북미주식,KB자산운용,없음,0.58%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타미국S&P500인덱스증권자투자신탁[주식-파생형]C-직판,2013.08.07,101,해외주식형,북미주식,KB자산운용,없음,0.55%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타미국S&P500인덱스증권자투자신탁[주식-파생형]S 클래스,2014.04.23,14,해외주식형,북미주식,KB자산운용,없음,0.70%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타미국나스닥100인덱스증권자투자신탁(주식-파생형)C-W,2018.01.23,13,해외주식형,북미주식,KB자산운용,없음,0.55%
AIN,국내투자,T11,MMF,,NA,,NA,KB스타법인용MMF I-101(국공채) C클래스,2016.10.07,"2,661",MMF,MMF,KB자산운용,없음,0.26%
AIN,국내투자,T11,MMF,,NA,,NA,KB스타법인용MMF I-101(국공채)C-I클래스,2016.10.13,150,MMF,MMF,KB자산운용,없음,0.10%
AIN,국내투자,T11,MMF,,NA,,NA,KB스타법인용MMF I-101(국공채)C-W클래스,2019.10.07,300,MMF,MMF,KB자산운용,없음,0.07%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타베트남VN30인덱스증권자투자신탁(주식-파생형)A,2019.04.26,28,해외주식형,베트남주식,KB자산운용,1.00%,0.88%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,KB스타베트남VN30인덱스증권자투자신탁(주식-파생형)A-E,2019.04.26,12,해외주식형,베트남주식,KB자산운용,0.50%,0.71%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타베트남VN30인덱스증권자투자신탁(주식-파생형)C,2019.04.26,15,해외주식형,베트남주식,KB자산운용,없음,1.52%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,KB스타베트남VN30인덱스증권자투자신탁(주식-파생형)C-E,2019.04.26,11,해외주식형,베트남주식,KB자산운용,없음,0.98%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타베트남VN30인덱스증권자투자신탁(주식-파생형)C-F,2019.04.22,15,해외주식형,베트남주식,KB자산운용,없음,0.57%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타유로인덱스증권자투자신탁(주식-파생형)A,2007.03.27,146,해외주식형,유럽주식,KB자산운용,0.80%,0.90%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타유로인덱스증권자투자신탁(주식-파생형)C,2007.03.27,39,해외주식형,유럽주식,KB자산운용,없음,1.66%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,KB스타유로인덱스증권자투자신탁(주식-파생형)C-E,2007.06.04,21,해외주식형,유럽주식,KB자산운용,없음,1.00%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타유로인덱스증권자투자신탁(주식-파생형)C-직판,2013.08.20,444,해외주식형,유럽주식,KB자산운용,없음,0.56%
AOUT,해외투자,T60,해외주식형,EW102,글로벌신흥국,,NA,KB스타이머징인덱스증권자투자신탁(주식-파생형)C-F클래스,2017.07.10,41,해외주식형,글로벌신흥국주식,KB자산운용,없음,0.57%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,KB스타재팬인덱스증권자투자신탁(주식-파생형) C-E 클래스,2007.06.04,38,해외주식형,일본주식,KB자산운용,없음,1.00%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타재팬인덱스증권자투자신탁(주식-파생형)A,2007.02.28,77,해외주식형,일본주식,KB자산운용,0.80%,0.90%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타재팬인덱스증권자투자신탁(주식-파생형)C,2007.02.28,15,해외주식형,일본주식,KB자산운용,없음,1.66%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타재팬인덱스증권자투자신탁(주식-파생형)C-F,2013.09.12,17,해외주식형,일본주식,KB자산운용,없음,0.59%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타재팬인덱스증권자투자신탁(주식-파생형)C-직판클래스,2013.02.28,97,해외주식형,일본주식,KB자산운용,없음,0.56%
AOUT,해외투자,T60,해외주식형,EN122,중국본토A,,NA,KB스타중국본토CSI300인덱스증권자투자신탁(주식-파생형)A,2010.03.02,105,해외주식형,중국주식,KB자산운용,1.00%,1.34%
AOUT,해외투자,T60,해외주식형,ED106EN122,NA,,NA,KB스타중국본토CSI300인덱스증권자투자신탁(주식-파생형)C-E,2010.03.02,20,해외주식형,중국주식,KB자산운용,없음,1.70%
AOUT,해외투자,T60,해외주식형,EN122,중국본토A,,NA,KB스타중국본토CSI300인덱스증권자투자신탁(주식-파생형)C4,2010.03.02,89,해외주식형,중국주식,KB자산운용,없음,1.63%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타차이나H인덱스증권자투자신탁(주식-파생형)A,2009.03.11,565,해외주식형,중국주식,KB자산운용,0.80%,0.90%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,KB스타차이나H인덱스증권자투자신탁(주식-파생형)A-EU,2009.07.07,21,해외주식형,중국주식,KB자산운용,0.60%,0.96%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타차이나H인덱스증권자투자신탁(주식-파생형)C,2009.03.10,93,해외주식형,중국주식,KB자산운용,없음,1.66%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,KB스타차이나H인덱스증권자투자신탁(주식-파생형)C-E,2009.02.03,68,해외주식형,중국주식,KB자산운용,없음,1.00%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타차이나H인덱스증권자투자신탁(주식-파생형)C-F 클래스,2016.02.15,38,해외주식형,중국주식,KB자산운용,없음,0.59%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB스타코리아레버리지1.5증권투자신탁(주식-파생형) A-E클래스,2012.11.22,16,주식형,기타인덱스,KB자산운용,0.50%,0.73%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타코리아레버리지1.5증권투자신탁(주식-파생형) C-A클래스,2012.06.18,52,주식형,기타인덱스,KB자산운용,1.00%,0.85%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타코리아레버리지1.5증권투자신탁(주식-파생형) C-C클래스,2012.06.18,17,주식형,기타인덱스,KB자산운용,없음,1.61%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB스타코리아레버리지1.5증권투자신탁(주식-파생형) C-E클래스,2012.06.18,10,주식형,기타인덱스,KB자산운용,없음,1.11%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB스타코리아레버리지2.0증권투자신탁(주식-파생형)A-E 클래스,2013.04.25,892,주식형,기타인덱스,KB자산운용,0.50%,0.73%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타코리아레버리지2.0증권투자신탁(주식-파생형)A 클래스,2013.04.23,556,주식형,기타인덱스,KB자산운용,1.00%,0.85%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB스타코리아레버리지2.0증권투자신탁(주식-파생형)C-E 클래스,2013.04.25,346,주식형,기타인덱스,KB자산운용,없음,1.11%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타코리아레버리지2.0증권투자신탁(주식-파생형)C 클래스,2013.04.23,121,주식형,기타인덱스,KB자산운용,없음,1.61%
AIN,국내투자,T29,국내기타,ED106,인터넷전용,,NA,KB스타코리아리버스인덱스증권(주식-파생형) A-E클래스,2016.08.29,49,기타,베어마켓,KB자산운용,0.40%,0.59%
AIN,국내투자,T29,국내기타,ED106,인터넷전용,,NA,KB스타코리아리버스인덱스증권(주식-파생형) C-E클래스,2016.08.29,58,기타,베어마켓,KB자산운용,없음,0.99%
AIN,국내투자,T29,국내기타,,NA,,NA,KB스타코리아리버스인덱스증권투자신탁(주식-파생형) C클래스,2014.05.21,28,기타,베어마켓,KB자산운용,없음,1.50%
AIN,국내투자,T29,국내기타,,NA,,NA,KB스타코리아리버스인덱스증권투자신탁(주식-파생형)A,2009.07.07,259,기타,베어마켓,KB자산운용,0.80%,0.70%
AIN,국내투자,T29,국내기타,ED106,인터넷전용,,NA,KB스타코리아리버스인덱스증권투자신탁(주식-파생형)A-EU,2009.07.07,72,기타,베어마켓,KB자산운용,0.60%,0.88%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타코리아인덱스증권투자신탁(주식-파생형)A,2007.05.02,167,주식형,K200인덱스,KB자산운용,0.80%,0.70%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB스타코리아인덱스증권투자신탁(주식-파생형)A-E,2014.03.12,31,주식형,K200인덱스,KB자산운용,0.40%,0.59%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB스타코리아인덱스증권투자신탁(주식-파생형)A-EU,2009.07.07,18,주식형,K200인덱스,KB자산운용,0.60%,0.88%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타코리아인덱스증권투자신탁(주식-파생형)C,2006.08.28,147,주식형,K200인덱스,KB자산운용,없음,1.48%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB스타코리아인덱스증권투자신탁(주식-파생형)C-E,2014.03.12,36,주식형,K200인덱스,KB자산운용,없음,0.98%
AIN,국내투자,T20,국내주식형,EG113,장기주택마련,,NA,KB스타코리아인덱스증권투자신탁(주식-파생형)C-H,2007.10.08,24,주식형,K200인덱스,KB자산운용,없음,1.48%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB스타코스닥150 인덱스증권자투자신탁(주식-파생형)A-E클래스,2016.05.17,774,주식형,기타인덱스,KB자산운용,0.50%,0.78%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB스타코스닥150 인덱스증권자투자신탁(주식-파생형)C-E클래스,2016.05.17,276,주식형,기타인덱스,KB자산운용,없음,0.92%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타코스닥150 인덱스증권자투자신탁(주식-파생형)C클래스,2016.05.17,292,주식형,기타인덱스,KB자산운용,없음,1.42%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타코스닥150인덱스증권자투자신탁(주식-파생형)A클래스,2016.05.17,"1,301",주식형,기타인덱스,KB자산운용,1.00%,1.14%
AIN,국내투자,T20,국내주식형,EG110ED106,NA,,NA,KB스타코스닥150인덱스증권자투자신탁(주식-파생형)C-Pe클래스,2017.11.21,84,주식형,기타인덱스,KB자산운용,없음,0.82%
AIN,국내투자,T20,국내주식형,EG110,연금저축,,NA,KB스타코스닥150인덱스증권자투자신탁(주식-파생형)C-P클래스,2017.11.16,48,주식형,기타인덱스,KB자산운용,없음,1.22%
AIN,국내투자,T20,국내주식형,EG110,연금저축,,NA,KB스타코스닥150인덱스증권자투자신탁(주식-파생형)S-P클래스,2017.09.05,12,주식형,기타인덱스,KB자산운용,없음,0.66%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타코스닥150인덱스증권자투자신탁(주식-파생형)S클래스,2016.05.19,12,주식형,기타인덱스,KB자산운용,없음,0.72%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타코스닥150인버스증권투자신탁(주식-파생형)C-F,2018.02.02,10,주식형,기타인덱스,KB자산운용,없음,0.51%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB스타한국인덱스증권자투자신탁(주식)A-E 클래스,2016.08.31,19,주식형,K200인덱스,KB자산운용,0.35%,0.47%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타한국인덱스증권자투자신탁(주식)A클래스,2009.02.27,173,주식형,K200인덱스,KB자산운용,0.70%,0.54%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타한국인덱스증권자투자신탁(주식)C-D클래스,2010.12.24,53,주식형,K200인덱스,KB자산운용,없음,1.23%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB스타한국인덱스증권자투자신탁(주식)C-E클래스,2009.02.03,53,주식형,K200인덱스,KB자산운용,없음,1.00%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타한국인덱스증권자투자신탁(주식)C-F,2019.04.25,20,주식형,K200인덱스,KB자산운용,없음,0.43%
AIN,국내투자,T20,국내주식형,ED106EG115,NA,,NA,KB스타한국인덱스증권자투자신탁(주식)C-퇴직e,2018.07.11,15,주식형,K200인덱스,KB자산운용,없음,0.65%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타한국인덱스증권자투자신탁(주식)C클래스,2009.02.27,257,주식형,K200인덱스,KB자산운용,없음,1.24%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB스타한중일인덱스증권투자신탁(주식-파생형) C-F,2016.08.29,15,해외주식형,아시아태평양주식,KB자산운용,없음,N/A
AOUT,해외투자,T60,해외주식형,EN106,SRI,,NA,KB아메리칸센추리글로벌리더스증권자투자신탁(주식)(H)A,2019.06.25,30,해외주식형,글로벌주식,KB자산운용,1.00%,1.63%
AOUT,해외투자,T60,해외주식형,EN106,SRI,,NA,KB아메리칸센추리글로벌리더스증권자투자신탁(주식)(H)C-F,2019.05.29,20,해외주식형,글로벌주식,KB자산운용,없음,0.96%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB아세안증권자투자신탁(주식)A,2007.05.14,43,해외주식형,동남아주식,KB자산운용,1.00%,1.80%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB아세안증권자투자신탁(주식)C5,2007.05.14,16,해외주식형,동남아주식,KB자산운용,없음,1.99%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB액티브배당증권자투자신탁(주식)A-E Class,2014.09.01,66,주식형,배당주식,KB자산운용,0.50%,1.09%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB액티브배당증권자투자신탁(주식)A Class,2010.08.03,620,주식형,배당주식,KB자산운용,1.00%,1.41%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB액티브배당증권자투자신탁(주식)C-E Class,2010.08.03,203,주식형,배당주식,KB자산운용,없음,1.70%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB액티브배당증권자투자신탁(주식)C-F Class,2011.11.02,837,주식형,배당주식,KB자산운용,없음,0.79%
AIN,국내투자,T20,국내주식형,EG110,연금저축,,NA,KB액티브배당증권자투자신탁(주식)C-PClass,2017.12.18,93,주식형,배당주식,KB자산운용,없음,1.61%
AIN,국내투자,T20,국내주식형,ED106EG115,NA,,NA,KB액티브배당증권자투자신탁(주식)C-퇴직e,2017.08.10,24,주식형,배당주식,KB자산운용,없음,1.13%
